ID Transaksi,Tanggal,Bulan,Tahun,Usia Pembeli,Gender,Berat Barang (gr),Berapa Kali Transaksi,Waktu Pengiriman (Hari),Ongkos Kirim
540,31,3,2024,31,P,821,11,7,50000
1481,27,7,2024,28,P,544,8,12,20000
9782,10,3,2023,52,P,924,4,11,50000
7365,28,8,2024,65,L,126,10,4,50000
6082,11,11,2024,44,L,524,19,5,50000
7587,1,2,2024,79,L,214,2,7,30000
8960,18,11,2022,32,P,657,2,4,20000
3789,12,1,2024,44,P,885,19,1,30000
7339,26,7,2022,28,L,148,11,12,30000
2417,3,9,2024,60,L,576,20,13,20000
7103,2,1,2024,75,P,201,16,1,30000
6536,11,1,2022,34,L,628,12,9,40000
6195,18,12,2023,44,L,923,9,2,20000
2874,1,10,2023,72,P,20,12,6,30000
8066,21,3,2023,43,P,632,9,3,50000
5185,12,5,2023,61,L,222,15,9,10000
7876,11,6,2022,40,P,790,5,1,50000
6051,1,12,2023,34,L,125,11,13,40000
3632,25,1,2023,25,L,770,12,14,10000
5135,19,11,2023,76,P,575,8,1,20000
8303,28,2,2023,28,L,62,10,13,10000
1885,6,12,2023,21,L,74,13,10,40000
697,5,10,2023,21,L,597,13,5,50000
6449,8,12,2023,56,L,626,2,3,30000
5845,31,9,2024,51,P,16,20,13,20000
2730,29,6,2022,34,L,703,2,12,30000
8516,27,3,2023,57,P,597,12,3,30000
8269,31,1,2024,46,L,450,12,2,40000
9212,16,12,2023,29,L,659,1,13,10000
3226,14,7,2024,34,P,452,12,3,30000
7599,9,8,2022,63,L,648,1,10,20000
2064,14,11,2024,48,L,444,6,9,50000
8322,14,9,2023,54,P,809,14,13,40000
3672,3,7,2024,48,P,867,16,1,30000
8024,27,6,2024,74,P,756,5,10,50000
7187,10,12,2022,69,L,337,5,1,10000
4343,28,8,2022,26,P,46,5,2,10000
3685,9,7,2022,41,L,459,15,3,40000
1219,8,5,2022,73,P,503,16,10,40000
6863,30,9,2023,28,P,903,5,2,30000
9977,12,11,2024,44,L,425,8,1,30000
5722,20,9,2023,62,P,272,10,5,20000
1792,29,10,2023,76,P,464,6,2,30000
9246,28,9,2024,61,L,658,10,5,50000
6055,30,7,2022,44,P,734,17,11,20000
9574,25,9,2022,26,L,321,6,8,20000
1462,26,10,2023,34,P,900,9,10,40000
5533,30,3,2023,75,P,890,17,9,10000
4030,24,2,2022,54,L,151,3,3,10000
2043,6,6,2023,58,P,997,17,2,30000
595,23,2,2023,26,P,452,4,14,10000
9798,15,2,2024,77,L,622,17,10,10000
9260,20,8,2024,43,L,396,6,14,10000
3115,22,2,2022,21,P,916,6,5,20000
4783,5,12,2023,41,L,554,19,6,20000
5707,28,10,2024,45,L,810,16,11,20000
7432,27,6,2022,45,L,521,16,12,30000
6431,23,5,2023,74,L,793,5,6,30000
779,11,12,2023,48,L,901,19,10,20000
4677,26,1,2022,66,P,701,12,9,10000
6169,2,6,2024,63,L,132,5,13,10000
7818,1,12,2023,76,L,257,8,14,40000
6532,9,5,2023,64,L,632,2,9,10000
9993,4,7,2024,59,L,694,6,4,10000
6901,17,2,2022,42,P,30,5,5,30000
1484,8,2,2022,74,L,307,15,9,50000
2975,11,6,2024,62,P,936,5,2,40000
5660,14,1,2022,57,P,862,14,8,50000
8206,2,8,2024,26,P,759,8,3,40000
3335,17,5,2024,49,L,648,20,9,20000
8999,24,9,2023,41,L,408,18,13,10000
4520,9,9,2024,22,L,389,10,11,10000
735,15,5,2022,49,P,853,6,14,30000
8124,18,12,2023,74,P,197,13,13,10000
6287,23,10,2022,60,P,260,4,10,20000
6729,20,1,2023,54,P,45,7,13,10000
9953,15,5,2023,47,L,157,14,5,30000
3824,13,4,2024,52,P,197,12,3,30000
2197,1,10,2024,54,L,863,20,4,50000
9533,9,8,2023,52,P,757,20,8,50000
8843,17,9,2024,26,P,66,12,3,50000
9388,23,1,2023,75,L,155,9,6,40000
1780,28,8,2024,73,P,835,9,3,30000
9463,22,3,2024,56,P,699,10,12,10000
2974,1,2,2024,80,P,200,16,12,30000
3881,18,12,2024,56,L,671,11,14,40000
276,3,2,2022,53,P,896,18,2,10000
1756,1,1,2023,77,P,233,13,9,30000
4447,13,7,2023,71,P,18,16,10,40000
1018,12,7,2022,57,L,583,8,5,10000
8038,7,7,2024,29,L,400,5,6,40000
2880,26,1,2024,74,L,500,3,14,30000
3607,30,4,2024,33,L,830,19,4,40000
9725,8,8,2022,60,L,660,19,3,30000
5943,24,11,2022,57,P,143,20,10,20000
2363,13,12,2024,45,L,479,20,13,40000
8033,30,5,2022,31,P,420,18,1,30000
3684,18,4,2022,40,P,119,3,7,50000
2386,31,8,2022,58,L,200,12,3,10000
6754,21,6,2023,50,L,597,1,12,50000
2371,17,11,2022,53,L,276,13,4,50000
2511,17,10,2023,76,L,549,8,13,40000
1260,28,10,2022,67,P,540,11,6,10000
1985,2,7,2023,21,L,982,6,3,20000
836,30,5,2023,41,L,5,12,14,50000
7534,14,3,2024,25,P,357,7,2,10000
905,10,7,2022,29,P,756,5,11,30000
3244,15,8,2024,71,L,761,15,6,20000
1421,28,8,2023,37,L,510,17,10,30000
1395,31,6,2022,64,P,860,12,1,10000
9884,12,3,2024,48,P,374,18,5,40000
299,29,7,2023,65,L,576,20,5,40000
6481,21,12,2024,39,L,333,1,4,20000
8630,4,12,2024,74,L,134,18,12,10000
8045,21,3,2022,74,P,159,9,3,30000
4908,13,4,2024,47,P,896,7,7,30000
5683,28,9,2024,21,L,560,9,1,40000
2821,18,8,2022,36,L,94,10,12,10000
5026,19,10,2024,60,L,606,10,7,20000
103,26,2,2022,69,P,849,6,5,40000
7744,2,6,2023,34,L,403,15,1,20000
6886,24,8,2024,44,P,379,9,10,50000
4849,3,4,2023,26,L,197,2,11,20000
1937,25,9,2024,40,L,235,2,13,50000
6867,21,1,2022,58,L,353,18,9,10000
8543,5,2,2024,27,L,54,9,4,40000
5757,9,7,2022,59,P,773,10,9,50000
6296,2,7,2024,25,L,783,16,3,50000
2175,11,12,2024,44,L,533,5,4,10000
385,30,2,2024,66,P,742,19,10,20000
5848,9,9,2024,38,L,328,17,4,20000
6359,22,3,2022,51,P,697,7,4,20000
397,21,7,2022,76,P,685,14,7,40000
9922,21,10,2024,56,L,871,7,4,10000
24,26,10,2024,72,P,397,14,4,30000
3618,8,9,2024,51,L,611,18,14,20000
288,1,11,2022,47,L,313,5,11,30000
6531,7,1,2023,78,L,322,5,12,50000
4519,22,11,2024,25,P,354,4,1,50000
9105,14,2,2022,33,P,529,16,5,20000
722,4,5,2022,63,L,992,10,12,20000
1067,6,1,2023,41,L,523,8,7,20000
8589,31,7,2022,49,L,415,7,6,50000
6337,8,11,2024,63,P,788,12,7,10000
8740,15,2,2024,74,L,400,10,7,10000
8966,31,3,2022,30,P,271,5,5,30000
1038,28,2,2024,63,P,466,3,13,30000
9861,12,1,2023,47,L,898,9,14,20000
7746,20,9,2022,22,L,617,10,14,30000
2703,7,1,2022,30,L,111,9,9,20000
7683,12,6,2023,30,P,225,3,7,20000
2467,29,3,2023,66,P,261,2,12,20000
9757,24,1,2022,59,P,118,2,5,10000
3200,28,7,2022,47,L,782,14,9,10000
2063,7,8,2024,45,L,870,12,8,50000
2074,7,1,2024,32,P,153,3,1,40000
8090,11,11,2022,67,L,32,3,12,30000
3150,23,1,2024,76,L,418,19,13,40000
3469,13,10,2024,52,P,867,1,4,20000
146,25,9,2022,24,L,626,10,7,10000
5394,22,10,2022,43,P,724,3,11,30000
9889,25,3,2023,53,L,782,2,6,50000
4334,7,1,2022,53,P,570,18,6,30000
6742,19,6,2023,57,P,683,13,4,40000
3277,11,5,2023,25,L,703,6,4,40000
2730,14,1,2024,26,P,162,18,10,10000
1412,27,7,2022,33,P,469,16,6,50000
9405,20,7,2023,24,L,909,1,13,50000
3636,2,7,2024,35,P,878,5,14,40000
8314,13,7,2024,46,L,136,8,13,10000
3179,17,9,2022,58,P,777,18,5,30000
4888,20,9,2024,78,L,299,18,2,50000
7402,5,9,2022,41,L,665,7,6,40000
6492,6,1,2024,41,L,443,2,5,10000
2144,27,3,2023,50,P,934,20,4,20000
707,8,6,2024,27,L,439,11,4,40000
4797,20,7,2022,67,L,746,6,2,20000
6589,3,8,2022,39,P,603,13,11,20000
712,21,9,2024,46,L,594,19,5,50000
5758,12,5,2022,62,P,672,11,8,40000
4792,20,9,2024,43,L,240,1,9,20000
4405,5,7,2024,76,L,375,3,8,30000
7344,21,9,2022,52,L,888,14,13,20000
5390,28,10,2024,69,P,180,16,7,20000
6498,17,8,2022,60,P,270,13,9,10000
7154,20,2,2024,59,L,566,11,1,20000
1157,11,10,2023,74,P,928,3,6,10000
5505,21,10,2024,42,P,156,7,2,10000
7100,17,12,2024,71,L,674,1,9,10000
9051,4,5,2022,67,P,72,8,1,10000
4260,23,8,2023,63,P,712,12,13,30000
7356,30,5,2022,73,P,830,1,13,40000
4381,5,12,2024,55,P,825,17,6,40000
4390,12,7,2022,29,L,835,9,11,20000
943,17,9,2024,43,L,846,18,7,10000
6425,1,11,2023,79,P,732,10,10,20000
5313,13,4,2023,50,P,781,1,7,10000
1165,8,10,2023,38,P,983,7,14,50000
3147,11,4,2024,21,L,204,19,12,40000
6246,29,5,2024,37,L,352,4,8,40000
5597,16,3,2023,50,L,407,5,13,10000
8931,26,4,2022,67,P,336,14,14,30000
7067,26,10,2023,29,P,877,6,7,20000
126,6,12,2024,71,P,597,13,3,40000
8598,25,4,2023,76,L,518,18,13,20000
2390,11,9,2024,42,P,463,20,14,30000
2325,18,10,2024,77,P,784,5,14,40000
4348,3,2,2023,80,L,207,13,10,30000
1922,18,8,2024,50,P,977,3,11,30000
6073,16,12,2023,60,P,920,7,14,50000
7558,21,6,2024,78,P,508,17,8,50000
6446,25,11,2023,58,L,38,5,1,20000
1214,29,8,2022,63,P,43,9,11,20000
6479,13,6,2023,33,L,725,19,11,30000
1960,26,5,2023,48,L,215,12,12,40000
7129,18,11,2022,36,P,186,18,8,40000
572,8,9,2024,34,P,805,5,13,30000
4227,13,9,2023,29,L,773,19,4,10000
3409,19,11,2023,27,L,497,17,1,40000
5785,16,5,2022,56,P,342,10,7,50000
8720,25,8,2022,79,P,161,13,8,20000
4233,28,7,2023,35,P,222,14,13,40000
4715,25,6,2023,23,P,170,15,9,20000
1683,15,2,2024,22,P,802,15,5,50000
5368,12,11,2022,57,P,365,10,5,50000
6827,22,1,2024,49,L,648,16,4,20000
2579,15,10,2022,68,L,773,4,7,30000
8931,6,4,2022,64,L,518,2,1,50000
2995,3,10,2022,34,P,8,3,8,50000
2141,12,11,2024,33,L,924,10,12,50000
2932,10,9,2023,28,P,519,6,7,10000
8207,20,2,2024,51,L,413,16,5,30000
266,28,11,2024,52,P,957,6,14,10000
4055,12,5,2024,64,L,207,6,3,40000
2034,8,4,2024,50,L,750,17,7,20000
1056,7,12,2023,74,L,282,13,8,10000
3084,31,10,2024,72,L,822,1,12,30000
6618,29,12,2024,29,L,481,12,13,50000
3479,27,12,2022,66,L,285,14,7,20000
6694,26,7,2024,31,L,324,17,12,20000
2614,10,8,2023,30,P,123,6,3,10000
1496,30,6,2023,38,L,829,4,8,20000
9697,17,6,2023,57,P,987,18,7,20000
1835,17,5,2024,79,P,806,14,11,30000
4184,27,3,2023,44,L,735,1,12,30000
8108,16,5,2022,58,P,389,14,1,50000
1682,25,5,2023,36,P,47,18,13,10000
4648,23,6,2022,43,L,397,13,7,10000
2654,24,12,2023,33,L,662,7,6,40000
1700,7,10,2022,29,L,273,15,9,20000
9751,3,4,2023,27,P,801,11,1,10000
3389,28,9,2022,24,L,123,3,11,30000
7925,30,4,2023,77,L,412,16,4,40000
2554,27,8,2023,79,L,485,9,9,10000
9255,25,2,2024,62,P,715,13,10,10000
6398,24,2,2023,47,P,289,6,2,20000
978,22,7,2024,64,L,934,19,11,50000
5252,30,6,2023,60,P,135,17,12,40000
7266,31,7,2024,72,L,139,3,8,10000
7305,27,5,2023,59,L,973,7,8,20000
2243,27,8,2023,71,P,237,4,7,50000
4131,6,11,2023,61,P,181,20,2,20000
3381,21,10,2022,70,L,405,6,9,20000
7832,6,10,2024,64,P,142,12,5,50000
1998,29,1,2022,57,P,645,13,7,10000
4654,18,9,2024,61,L,642,5,7,20000
9235,4,8,2023,44,P,267,12,11,30000
9191,13,11,2024,31,P,853,5,4,10000
954,30,12,2023,64,L,155,17,3,10000
3266,10,8,2024,71,P,558,8,10,20000
6941,15,6,2024,53,L,334,3,6,40000
3929,16,7,2023,52,P,205,13,5,20000
9262,30,11,2023,26,L,706,15,1,10000
6249,16,5,2022,38,L,69,2,4,20000
5171,27,2,2022,52,P,154,12,10,30000
2493,6,8,2023,57,P,273,20,7,20000
2903,18,6,2024,64,L,855,7,8,50000
9804,23,5,2022,34,L,681,14,8,40000
5130,13,3,2023,66,L,25,16,8,20000
9407,30,9,2024,27,P,842,19,11,40000
7448,23,3,2022,32,L,166,4,5,10000
7920,1,2,2023,69,P,554,4,6,30000
4927,13,6,2024,79,P,552,6,6,20000
6400,9,11,2023,41,P,320,3,11,50000
3822,30,7,2023,31,L,203,20,12,40000
7045,23,6,2023,38,P,941,12,11,50000
3188,16,7,2023,50,L,847,5,14,50000
5801,29,8,2022,24,L,877,19,1,30000
9632,15,9,2024,52,P,471,5,9,30000
6040,2,1,2023,44,P,528,14,2,40000
7185,19,3,2023,25,P,642,15,14,30000
5749,25,11,2024,73,P,333,1,12,50000
6758,20,8,2023,61,L,627,11,4,40000
9969,12,2,2022,62,P,665,19,4,40000
7185,15,11,2023,73,P,411,14,9,50000
3728,7,11,2024,32,P,887,20,7,10000
8511,20,3,2023,61,P,677,7,9,10000
9026,8,1,2022,69,P,740,13,1,20000
6393,30,11,2023,76,L,251,16,13,30000
1182,18,2,2024,47,L,546,10,5,20000
5844,18,4,2022,44,P,379,3,10,30000
5956,10,2,2023,60,L,693,3,6,50000
8849,27,10,2022,46,L,977,9,2,10000
6372,12,5,2023,27,L,451,4,5,30000
9156,27,11,2024,64,P,100,9,12,50000
8098,28,12,2024,48,L,735,9,7,30000
6933,1,6,2022,38,L,50,9,7,20000
2780,29,6,2023,37,L,957,18,1,30000
4733,30,6,2023,77,L,434,15,6,30000
6092,5,12,2024,27,P,150,8,12,10000
4661,22,7,2024,60,P,368,16,8,50000
3617,13,8,2024,39,P,638,14,7,20000
7377,6,10,2023,33,P,149,10,11,50000
8790,8,3,2024,68,L,973,17,14,30000
3813,29,5,2024,67,L,850,1,8,30000
4072,5,3,2023,67,L,574,8,7,30000
9943,8,7,2022,75,P,803,11,10,40000
9606,17,5,2024,65,L,45,14,8,20000
3733,12,2,2023,27,L,526,4,1,20000
5022,8,11,2024,54,P,322,20,11,30000
7067,9,5,2023,44,P,269,13,7,10000
4063,20,12,2024,28,P,205,14,7,10000
3466,20,7,2022,40,L,636,16,14,10000
2337,22,2,2023,79,P,228,8,9,40000
9290,23,4,2024,63,P,874,8,8,30000
6633,12,6,2024,77,L,984,16,10,10000
6349,31,5,2024,24,P,134,6,3,40000
2931,28,12,2023,46,P,406,8,5,40000
6315,19,2,2024,23,L,619,5,6,10000
6375,3,8,2024,28,L,36,17,10,50000
8159,2,9,2022,65,L,643,19,11,50000
9216,27,1,2023,24,P,484,7,9,40000
3728,18,6,2024,39,P,647,17,3,50000
7001,22,5,2024,27,P,722,11,2,20000
6298,2,10,2022,63,L,546,19,4,30000
9322,22,8,2022,80,L,925,13,7,30000
8477,2,3,2022,40,L,614,11,1,30000
3648,29,4,2024,60,L,225,12,4,20000
2837,21,8,2024,36,L,514,19,3,20000
6121,23,11,2023,76,L,401,15,13,40000
2449,20,10,2022,36,P,288,7,10,30000
7595,8,9,2023,21,P,580,5,3,20000
1719,19,12,2022,72,P,659,5,5,20000
6572,11,6,2024,29,P,836,6,9,50000
5154,22,1,2023,70,P,182,8,4,10000
527,22,7,2024,28,P,387,20,14,30000
9793,1,6,2022,39,P,443,14,4,10000
9755,13,5,2022,77,L,664,7,10,10000
2497,29,8,2024,66,P,972,10,14,20000
9150,28,6,2024,63,L,430,14,12,10000
4672,24,2,2023,72,P,459,13,10,30000
150,26,5,2022,42,P,140,14,14,50000
9238,4,2,2023,74,L,746,19,8,40000
2238,20,4,2024,25,L,789,14,7,50000
9621,13,12,2022,59,P,716,11,4,30000
5636,17,10,2023,45,P,795,3,5,20000
3252,9,4,2022,52,L,47,16,11,10000
8302,3,12,2022,44,L,559,3,2,30000
1727,6,11,2023,29,L,736,4,9,50000
6146,9,11,2022,40,L,126,2,12,40000
6862,18,4,2024,30,L,885,11,12,30000
1510,10,7,2022,23,P,145,19,7,30000
2315,6,5,2024,25,P,781,10,4,10000
8800,3,4,2022,25,P,357,11,12,10000
9273,4,5,2024,67,P,388,5,8,30000
5189,7,11,2024,71,L,985,8,5,30000
7399,14,7,2024,76,L,689,6,8,40000
3801,28,1,2022,38,P,311,6,2,50000
8275,11,1,2023,43,L,30,13,7,30000
111,27,10,2023,39,P,296,19,11,40000
1617,16,8,2022,70,P,590,16,2,30000
4974,10,4,2022,55,L,555,19,8,20000
423,17,5,2023,78,L,451,3,6,10000
5965,29,8,2024,28,L,417,16,8,30000
3860,2,9,2023,28,L,702,2,3,40000
8888,11,12,2022,43,P,639,15,5,50000
9348,23,4,2024,57,L,562,8,1,40000
7845,20,11,2022,21,P,749,11,10,20000
466,1,5,2022,74,L,718,3,13,10000
3169,18,2,2023,44,P,544,13,6,30000
7660,11,5,2022,60,L,833,9,4,40000
6233,5,5,2022,60,P,530,16,1,40000
1582,6,11,2023,60,P,738,18,7,50000
101,2,8,2023,78,L,510,2,11,10000
4119,7,2,2023,59,L,452,1,12,10000
3491,13,3,2024,69,P,269,19,7,20000
9898,24,6,2024,72,L,378,11,10,20000
2570,22,9,2024,65,P,345,13,2,30000
5106,16,1,2024,49,L,31,5,10,50000
7013,6,12,2022,55,L,232,7,2,50000
4919,14,6,2023,24,L,391,19,14,50000
1391,20,5,2024,23,L,946,3,1,20000
2196,17,9,2024,41,L,976,10,2,20000
5832,24,5,2024,33,L,570,3,14,40000
5598,25,5,2024,40,P,807,14,8,10000
934,24,3,2023,61,P,477,8,12,30000
8899,2,7,2024,58,P,465,5,10,10000
5715,7,12,2024,21,L,571,18,4,10000
8067,3,2,2024,40,P,823,16,8,10000
2790,1,11,2024,70,L,460,9,14,40000
5244,9,12,2022,73,P,385,9,12,20000
746,26,11,2024,42,L,464,17,13,10000
5457,7,8,2023,24,L,989,1,14,30000
1349,8,1,2024,76,L,92,15,8,50000
2828,8,6,2022,77,P,96,12,12,30000
9569,13,4,2024,66,P,848,18,8,10000
1725,15,1,2024,78,L,126,15,5,10000
5202,15,6,2022,35,L,20,11,14,10000
5482,3,4,2022,78,P,630,20,8,20000
3767,31,12,2022,56,P,381,14,11,10000
2549,19,3,2023,73,P,746,12,8,30000
6971,26,9,2023,22,P,531,10,10,50000
5157,31,5,2024,68,L,592,3,12,10000
1099,7,12,2023,50,L,912,8,14,40000
9831,17,7,2023,45,L,570,9,14,30000
1125,13,12,2024,76,L,408,15,1,10000
6899,7,3,2023,53,P,202,15,9,20000
9602,19,5,2022,51,P,720,19,1,10000
2366,9,10,2022,55,P,191,19,3,20000
7132,10,10,2024,31,L,462,20,8,40000
3929,23,9,2022,51,P,432,5,10,40000
1045,24,7,2023,74,L,979,18,10,30000
8368,3,9,2022,72,P,580,8,13,30000
1645,10,2,2022,77,P,136,6,14,40000
7785,26,7,2023,66,L,873,6,6,40000
5375,19,1,2022,22,P,570,2,6,10000
4910,7,6,2024,67,P,981,11,3,50000
2240,7,2,2024,71,L,567,11,6,40000
8167,30,9,2023,72,L,653,3,3,40000
1961,2,12,2023,63,L,710,9,3,40000
5004,14,11,2024,53,L,254,20,4,20000
6707,29,6,2022,72,L,567,17,12,40000
8394,31,8,2023,41,L,635,13,12,40000
2242,11,3,2023,24,P,113,4,9,50000
3631,28,10,2024,43,L,508,11,5,30000
9686,24,6,2024,48,L,681,11,2,30000
1965,25,1,2023,45,L,841,20,8,50000
2554,26,11,2022,49,P,642,17,8,30000
9238,10,11,2023,75,L,636,17,4,40000
3305,7,2,2022,64,P,98,5,2,20000
1179,8,11,2024,32,P,895,15,5,20000
9254,27,1,2022,78,P,682,10,7,40000
6687,27,12,2023,70,P,114,11,3,10000
748,6,12,2023,56,L,407,15,10,30000
7321,22,2,2023,65,P,73,7,2,40000
2351,14,5,2024,45,L,845,12,8,30000
7934,26,3,2023,36,L,859,5,8,10000
4597,2,1,2024,43,P,480,11,8,40000
2825,23,8,2023,36,P,367,2,14,20000
4008,30,2,2024,35,L,876,20,5,50000
5286,30,2,2024,43,L,322,11,6,50000
4166,26,10,2024,54,P,14,10,14,10000
4202,19,7,2022,72,L,885,2,9,20000
1792,30,4,2022,47,L,21,1,10,20000
9273,23,7,2023,38,P,472,6,4,40000
8270,7,10,2023,79,L,70,3,14,30000
8713,9,4,2022,39,L,939,3,1,10000
4341,10,7,2024,77,L,72,14,6,40000
3472,31,1,2022,28,L,801,8,1,40000
7890,16,2,2023,48,L,163,11,2,10000
8663,6,9,2023,37,P,909,12,3,30000
8304,17,9,2022,42,L,139,18,14,30000
6678,7,6,2023,53,L,380,7,8,10000
5175,12,5,2022,23,P,588,3,10,50000
614,18,10,2024,80,P,566,14,14,40000
7749,26,7,2022,78,P,134,2,12,20000
2950,29,7,2024,71,P,428,10,8,20000
1606,30,4,2023,42,P,489,17,6,30000
4926,4,7,2022,34,L,119,11,14,50000
6011,31,2,2023,28,P,695,11,14,40000
747,30,10,2022,40,P,16,11,1,40000
2027,11,4,2023,37,L,331,8,1,20000
7467,18,3,2022,56,P,955,9,10,50000
8523,21,7,2022,69,L,325,9,8,10000
9713,24,11,2022,73,L,808,2,1,10000
7616,26,2,2024,21,L,352,16,9,10000
5914,9,9,2023,61,P,438,19,6,40000
1545,18,3,2023,25,P,864,13,11,20000
3745,8,8,2024,38,L,649,9,13,50000
8233,22,5,2023,62,P,277,9,5,10000
546,6,10,2024,76,P,828,8,2,50000
1067,7,8,2023,36,L,370,5,4,10000
7933,15,5,2022,66,L,713,7,9,20000
4760,25,12,2023,63,P,898,18,8,20000
1923,20,11,2022,80,L,771,7,2,10000
690,28,3,2024,27,L,338,8,8,50000
4114,18,8,2022,42,L,580,9,10,50000
7911,18,2,2024,72,L,304,18,3,50000
9292,1,2,2022,21,P,435,19,2,10000
7607,14,2,2024,62,L,147,7,3,30000
3419,4,5,2023,48,P,111,13,8,20000
9123,16,5,2023,22,L,15,5,2,50000
6086,16,11,2023,58,L,918,11,2,40000
2003,6,9,2024,76,L,535,14,13,20000
6103,29,6,2023,29,L,553,17,1,30000
4773,18,7,2023,56,L,637,16,6,10000
8884,17,12,2022,64,L,856,17,8,20000
3565,9,10,2022,79,P,199,10,11,30000
8657,3,7,2022,69,L,753,5,9,50000
4376,31,12,2022,50,P,367,7,5,40000
952,12,1,2023,23,P,101,6,11,10000
2182,27,12,2024,79,L,824,4,8,50000
2858,12,2,2024,72,L,736,20,5,20000
6430,23,10,2024,33,P,910,3,5,20000
9900,25,8,2022,31,P,603,11,6,30000
2444,22,6,2024,60,L,986,18,14,10000
3172,19,6,2024,57,P,692,13,10,10000
5227,20,5,2023,44,L,230,15,14,20000
9314,1,3,2023,58,L,467,2,3,50000
6087,11,5,2024,24,P,59,1,7,20000
5518,31,12,2024,37,P,440,17,4,30000
2548,21,4,2023,48,P,299,8,14,30000
2109,2,3,2022,45,P,184,16,1,10000
2306,2,12,2024,23,L,774,16,13,30000
6575,31,8,2022,42,P,210,8,5,20000
1318,6,2,2024,42,P,309,8,14,30000
3655,23,4,2023,35,P,916,14,8,20000
1166,24,5,2022,23,P,786,11,11,20000
1030,6,11,2024,71,P,495,17,7,30000
4681,1,3,2022,38,L,750,11,3,40000
4177,16,7,2022,59,L,906,7,6,40000
8159,24,5,2024,67,L,300,16,7,40000
2605,18,7,2024,39,P,683,18,13,20000
4320,3,7,2024,68,L,210,8,11,50000
2350,31,1,2022,53,L,127,7,6,10000
543,15,1,2022,72,P,39,13,6,30000
3308,9,6,2024,42,L,761,5,6,30000
3607,18,10,2024,47,L,371,19,14,30000
8550,30,7,2023,38,P,705,13,3,50000
9939,12,8,2022,48,L,643,11,11,40000
8113,8,3,2024,51,P,366,17,7,40000
8417,2,12,2022,78,L,801,1,3,10000
5850,19,8,2024,47,L,122,15,3,10000
5104,19,11,2022,71,L,513,11,4,40000
4590,6,9,2024,26,P,951,6,7,30000
2654,4,11,2022,31,L,565,4,2,40000
6956,9,5,2022,33,L,573,15,6,50000
6274,22,8,2023,35,L,955,2,10,20000
8199,4,9,2024,52,L,896,2,5,40000
7536,11,5,2023,74,L,960,17,12,50000
3610,28,5,2024,36,P,728,6,6,30000
7811,12,1,2024,52,P,905,19,2,30000
2090,9,12,2023,76,L,953,20,13,30000
525,14,4,2024,52,L,126,14,4,30000
4905,13,12,2022,28,P,687,11,7,50000
780,19,9,2024,57,L,914,4,5,20000
4477,12,11,2024,37,L,413,14,2,40000
3607,2,7,2022,76,L,535,1,1,20000
4711,25,11,2023,40,P,581,12,8,30000
687,16,1,2024,80,P,426,2,4,50000
6721,18,6,2022,26,L,275,1,1,10000
2843,31,3,2024,22,L,295,5,14,20000
6571,17,5,2023,36,P,127,7,3,10000
1244,14,11,2022,26,L,502,8,7,40000
8827,25,8,2023,26,L,226,11,11,10000
6203,20,12,2023,41,P,606,8,12,10000
2004,28,2,2023,30,L,111,3,14,50000
7257,28,7,2024,65,P,338,7,7,50000
5835,2,3,2023,50,L,340,18,3,40000
6370,3,1,2022,30,L,295,8,4,10000
673,19,3,2024,61,P,412,17,3,10000
313,28,8,2022,41,P,886,13,7,20000
601,5,12,2022,52,L,342,14,12,40000
5563,8,12,2022,63,L,291,6,12,40000
8816,1,3,2024,21,L,468,4,11,10000
3569,5,7,2022,52,L,279,18,11,20000
2446,21,2,2023,35,L,335,8,5,30000
4884,3,2,2023,62,L,631,11,7,40000
9801,25,2,2023,46,L,561,1,11,40000
3287,22,11,2022,78,P,879,4,4,30000
7777,12,7,2023,40,P,985,14,4,20000
6158,16,4,2022,41,P,99,13,11,20000
3404,31,11,2023,27,P,675,9,7,10000
8275,28,8,2024,60,L,198,17,2,50000
6831,13,4,2022,30,P,980,4,10,20000
5082,25,8,2024,39,L,465,1,6,20000
9770,11,3,2024,25,P,581,20,9,40000
4321,16,4,2023,80,L,38,2,1,30000
2600,11,12,2023,80,P,623,8,2,10000
4235,25,5,2024,29,L,888,9,6,10000
1932,25,3,2022,78,L,318,13,11,20000
2080,5,5,2023,31,P,405,3,8,40000
6965,26,3,2022,61,P,649,14,10,10000
2763,28,8,2022,68,P,895,10,9,50000
3409,14,7,2022,55,L,676,17,1,30000
5735,4,3,2023,52,P,849,12,12,10000
295,16,4,2022,40,L,336,15,3,20000
8659,13,5,2023,68,L,444,11,9,10000
7971,5,9,2022,79,L,86,10,14,30000
586,8,8,2024,52,L,225,15,3,50000
2758,20,8,2023,72,P,900,19,13,10000
5821,23,9,2023,50,L,886,2,4,50000
9114,19,7,2022,22,L,290,3,1,50000
378,28,5,2024,29,L,401,17,1,30000
1229,14,8,2023,44,P,283,14,5,40000
2053,9,11,2023,42,P,142,16,5,40000
7397,25,6,2024,46,L,293,17,3,50000
5824,28,2,2023,66,P,609,8,14,10000
1168,19,3,2022,60,P,425,9,13,20000
1858,7,7,2023,77,L,814,19,7,30000
2369,4,5,2022,23,P,539,8,12,20000
4317,12,2,2024,28,L,867,9,10,40000
4329,7,8,2022,67,L,270,4,13,40000
1973,23,6,2024,23,L,701,15,10,30000
7017,20,8,2024,44,P,827,4,11,10000
5522,14,8,2024,40,P,202,9,2,20000
8958,15,7,2022,25,L,468,19,13,30000
